# Created At: Thu Sep 25 2025 09:11:23 GMT+0100 (British Summer Time)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?diseases=PATO%3A0000461&genes=CS%2CACO2%2CIDH3A%2COGDH%2CDLST%2CSUCLG1%2CSDHA%2CFH%2CMDH2%2CPC&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: normal
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
adipose tissue,blood cell,3586,0.02%,DLST,1.5941414466271033,0.08479578137643508,78
adipose tissue,blood cell,3586,0.03%,SUCLG1,1.5924126055600831,0.08409020815548496,139
adipose tissue,blood cell,3586,0.00%,SDHA,1.5618459528142756,0.07161537050676114,11
adipose tissue,blood cell,3586,0.00%,FH,2.1146599451700845,0.2972293708989843,3
adipose tissue,blood cell,3586,0.01%,MDH2,1.596858651297433,0.08590472475347416,35
adipose tissue,blood cell,3586,0.00%,PC,1.7929115295410156,0.1659176671908552,6
adipose tissue,mononuclear phagocyte,61597,0.49%,CS,1.7750993069038374,0.15864815726415255,2189
adipose tissue,mononuclear phagocyte,61597,0.83%,ACO2,1.792857491067834,0.16589561305279402,3726
adipose tissue,mononuclear phagocyte,61597,0.33%,IDH3A,1.7850150089135906,0.16269494556555597,1490
adipose tissue,mononuclear phagocyte,61597,3.33%,OGDH,1.8803962831217338,0.20162187421456207,14926
adipose tissue,mononuclear phagocyte,61597,0.58%,DLST,1.7642337174529208,0.15421370166690163,2602
adipose tissue,mononuclear phagocyte,61597,0.55%,SUCLG1,1.7856813304041734,0.16296688415451438,2468
adipose tissue,mononuclear phagocyte,61597,0.57%,SDHA,1.7740366415103557,0.15821446312142634,2559
adipose tissue,mononuclear phagocyte,61597,0.16%,FH,1.7910408389534367,0.1651542024580593,702
adipose tissue,mononuclear phagocyte,61597,0.28%,MDH2,1.8015599280783214,0.1694472446219054,1272
adipose tissue,mononuclear phagocyte,61597,0.23%,PC,1.8175867431400565,0.17598809544989438,1017
adipose tissue,professional antigen presenting cell,57968,0.46%,CS,1.7703490382138094,0.15670948144025018,2062
adipose tissue,professional antigen presenting cell,57968,0.77%,ACO2,1.788988847848509,0.164316745504448,3454
adipose tissue,professional antigen presenting cell,57968,0.30%,IDH3A,1.7774894815184472,0.15962363339879238,1362
adipose tissue,professional antigen presenting cell,57968,3.09%,OGDH,1.876862894144144,0.20017983035677436,13875
adipose tissue,professional antigen presenting cell,57968,0.54%,DLST,1.7600798198935734,0.1525184163475303,2443
adipose tissue,professional antigen presenting cell,57968,0.52%,SUCLG1,1.7813586920309168,0.16120273247035863,2345
adipose tissue,professional antigen presenting cell,57968,0.53%,SDHA,1.7689510091145833,0.1561389189326027,2400
adipose tissue,professional antigen presenting cell,57968,0.15%,FH,1.775560350389452,0.15883631795940012,666
adipose tissue,professional antigen presenting cell,57968,0.27%,MDH2,1.7919273152635165,0.1655159904542671,1193
adipose tissue,professional antigen presenting cell,57968,0.21%,PC,1.8041628573803192,0.17050955002785084,940
adipose tissue,secretory cell,2726,0.03%,CS,1.8672480222557772,0.19625581660171554,119
adipose tissue,secretory cell,2726,0.04%,ACO2,1.882503204345703,0.20248174920402331,200
adipose tissue,secretory cell,2726,0.02%,IDH3A,1.9266843573991643,0.22051292573024417,86
adipose tissue,secretory cell,2726,0.11%,OGDH,1.9446293904537448,0.22783663813730773,479
adipose tissue,secretory cell,2726,0.03%,DLST,1.8947864673755788,0.20749478459813556,135
adipose tissue,secretory cell,2726,0.03%,SUCLG1,1.8401909145057624,0.18521329162417258,141
adipose tissue,secretory cell,2726,0.04%,SDHA,1.8549100167410715,0.19122043974887631,175
adipose tissue,secretory cell,2726,0.01%,FH,1.8590290967155905,0.19290151534362823,34
adipose tissue,secretory cell,2726,0.01%,MDH2,1.9304547991071428,0.22205171535703638,63
adipose tissue,secretory cell,2726,0.04%,PC,1.9926245795355904,0.24742439596918045,180
adipose tissue,contractile cell,16234,0.15%,CS,1.9122524428298104,0.21462298440398508,686
adipose tissue,contractile cell,16234,0.25%,ACO2,1.853569023894577,0.19067315483066055,1111
adipose tissue,contractile cell,16234,0.11%,IDH3A,1.876119581319518,0.19987647012670476,472
adipose tissue,contractile cell,16234,0.32%,OGDH,1.918256792370882,0.21707347469266516,1457
adipose tissue,contractile cell,16234,0.17%,DLST,1.8718125,0.198118667574765,750
adipose tissue,contractile cell,16234,0.22%,SUCLG1,1.8879228786623514,0.20469362231199456,1009
adipose tissue,contractile cell,16234,0.19%,SDHA,1.8593062073778477,0.19301460952345673,834
adipose tissue,contractile cell,16234,0.06%,FH,1.879005855984158,0.20105441421336792,288
adipose tissue,contractile cell,16234,0.14%,MDH2,1.969281608675733,0.23789768154162338,648
adipose tissue,contractile cell,16234,0.12%,PC,1.9022480433303086,0.21053999695465186,551
adipose tissue,myeloid leukocyte,65250,0.50%,CS,1.7719081970377895,0.1573458040811188,2246
adipose tissue,myeloid leukocyte,65250,0.84%,ACO2,1.7898772476151967,0.16467931850021425,3787
adipose tissue,myeloid leukocyte,65250,0.33%,IDH3A,1.7880208110678864,0.16392167111482853,1462
adipose tissue,myeloid leukocyte,65250,3.49%,OGDH,1.880227668734432,0.2015530594469026,15657
adipose tissue,myeloid leukocyte,65250,0.60%,DLST,1.7634351380477995,0.15388778608460518,2704
adipose tissue,myeloid leukocyte,65250,0.57%,SUCLG1,1.7750472517989109,0.15862691257674283,2571
adipose tissue,myeloid leukocyte,65250,0.57%,SDHA,1.7711376934118335,0.15703134676315578,2569
adipose tissue,myeloid leukocyte,65250,0.15%,FH,1.7978368145583152,0.16792777053699054,687
adipose tissue,myeloid leukocyte,65250,0.28%,MDH2,1.7922548557929843,0.16564966603080036,1265
adipose tissue,myeloid leukocyte,65250,0.26%,PC,1.8436362646526578,0.18661940514543218,1157
adipose tissue,mature B cell,140,0.00%,CS,1.5730823940700955,0.07620117784332014,9
adipose tissue,mature B cell,140,0.00%,ACO2,1.6043509074619837,0.08896245829246102,7
adipose tissue,mature B cell,140,0.00%,IDH3A,1.5665665864944458,0.07354195171435829,8
adipose tissue,mature B cell,140,0.00%,OGDH,1.6049171447753907,0.0891935506078069,10
adipose tissue,mature B cell,140,0.00%,DLST,1.5587948693169489,0.0703701647723167,9
adipose tissue,mature B cell,140,0.00%,SUCLG1,1.543535132157175,0.06414237315857887,19
adipose tissue,mature B cell,140,0.00%,SDHA,1.5428004794650607,0.06384254729480052,18
adipose tissue,mature B cell,140,0.00%,FH,1.5682006563459123,0.0742088469833051,7
adipose tissue,mature B cell,140,0.01%,MDH2,1.5783270055597478,0.07834160445162837,44
